videoid,locationurl,filesize,,
6415,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheGalacticVacation/mpeg2/NASASF-Mars.mpg,130.68,,
6416,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheGalacticVacation/mpeg2/NASASF-MoonPhases.mpg,154.34,,
6417,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheGalacticVacation/mpeg2/NASASF-ParallaxActivity.mpg,141.42,,
6418,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheGalacticVacation/mpeg2/NASASF-PropulsionSystems.mpg,121.13,,
6419,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheGalacticVacation/mpeg2/NASASF-Stars.mpg,165.11,,
6420,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheGalacticVacation/mpeg2/NASASF-TheMoon.mpg,110.02,,
6421,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheGalacticVacation/mpeg2/NASASF-TheUniverse.mpg,158.38,,
6422,http://nasa.ibiblio.org/video/NASASciFiles/NASAWF-TheElectricalMystery/mpeg2/NASAWF-TheElectricalMystery.mpg,2437.31,,
6460,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-AguaEnMarte.mpg,43.08,,
6461,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-MarteRompiendoRecords.mpg,43.13,,
6462,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-UnAutoDeControlRemotoEnMarte.mpg,43.19,,
6463,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-LasPlantasEnElEspacio.mpg,43.13,,
6464,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-ElGasMasFrio.mpg,43.13,,
6465,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-ElCuerpoEnElEspacio.mpg,43.13,,
6466,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-ElNanotecnologia.mpg,43.12,,
6467,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-FlotandoEnElEspacio.mpg,43.13,,
6468,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-EnfermoEnElEspacio.mpg,43.13,,
6469,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-ReciclandoAguaEnElEspacio.mpg,43.09,,
6470,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-TiendasDeComidaEnElEspacio.mpg,43.12,,
6471,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-LaArenaEnElEspacio.mpg,43.08,,
6472,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-RelojesAtomicos.mpg,43.13,,
6473,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-CajaSelladaConGuantes.mpg,42.73,,
6474,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-LaEbullicionEnElEspacio.mpg,43.12,,
6475,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-LasFracciones.mpg,43.12,,
6476,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-ElCero.mpg,43.12,,
6477,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-LosNumerosNegativos.mpg,43.13,,
6478,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-LasZonasHorarias.mpg,43.13,,
6479,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-ElRuidoDeLosAviones.mpg,43.12,,
6480,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-CDs.mpg,43.12,,
6481,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-ElLimpiaparabrisas.mpg,43.12,,
6482,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-TunelDeViento.mpg,43.12,,
6483,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-ElInternet.mpg,43.12,,
6484,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-ElRatonDeComputadora.mpg,43.13,,
6485,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-VirusDeComputadora.mpg,43.12,,
6486,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-ElCorreroElectronico.mpg,43.12,,
6487,http://nasa.ibiblio.org/video/NASAKidsScienceNews/mpeg2/es/NASAKSN-BitsYBytes.mpg,43.12,,
6500,http://nasa.ibiblio.org/video/NASADestinationTomorrow/NASADT18/mpeg2/NASADT18.mpg,1228.48,,
6505,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-AncientObservatories/mpeg2/NASAConnect-AncientObservatories.mpg,1229.63,,
6510,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-HiddenTreasures/mpeg2/NASAConnect-HiddenTreasures.mpg,1218.52,,
6515,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheTechnicalKnockout/mpeg2/NASASF-TheTechnicalKnockout.mpg,2533.61,,
6516,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheTechnicalKnockout/mpeg2/NASASF-Geocaching.mpg,205.74,,
6517,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheTechnicalKnockout/mpeg2/NASASF-HowPilotsUseGPS.mpg,93.84,,
6518,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheTechnicalKnockout/mpeg2/NASASF-VikingNavigation.mpg,238.27,,
6519,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheTechnicalKnockout/mpeg2/NASASF-HowDoesGPSWork.mpg,191.32,,
6520,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheTechnicalKnockout/mpeg2/NASASF-RadioWavesAndElectricity.mpg,426.07,,
6521,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheTechnicalKnockout/mpeg2/NASASF-Magnetism.mpg,481.35,,
6522,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheTechnicalKnockout/mpeg2/NASASF-TheSun.mpg,160.93,,
6523,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheTechnicalKnockout/mpeg2/NASASF-SolarFlaresAndOtherSunActivity.mpg,313.77,,
6524,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheTechnicalKnockout/mpeg2/NASASF-SpaceWeather.mpg,346.73,,
6525,http://nasa.ibiblio.org/video/NASADestinationTomorrow/NASADT16/mpeg2/NASADT16.mpg,1199.33,,
6529,http://nasa.ibiblio.org/video/NASADestinationTomorrow/NASADT17/mpeg2/NASADT17.mpg,1213.93,,
6533,http://nasa.ibiblio.org/video/NASADestinationTomorrow/NASADT20/mpeg2/NASADT20.mpg,1228.81,,
6538,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-GoodStress/mpeg2/NASAConnect-GoodStress.mpg,1226.59,,
6544,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-RocketToTheStars/mpeg2/NASAConnect-RocketToTheStars.mpg,1229.62,,
6549,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheOceanOdyssey/mpeg2/NASASF-TheOceanOdyssey.mpg,2540.8,,
6550,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheOceanOdyssey/mpeg2/NASASF-TidesAndWaves.mpg,138.06,,
6551,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheOceanOdyssey/mpeg2/NASASF-Oceans.mpg,108.13,,
6552,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheOceanOdyssey/mpeg2/NASASF-DensityCurrent.mpg,114.25,,
6553,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheOceanOdyssey/mpeg2/NASASF-SurfaceCurrent.mpg,191.4,,
6554,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheOceanOdyssey/mpeg2/NASASF-VelocityOfCurrent.mpg,116.33,,
6555,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheOceanOdyssey/mpeg2/NASASF-Oil.mpg,116.53,,
6556,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheOceanOdyssey/mpeg2/NASASF-OilExplorationAndProduction.mpg,99.96,,
6557,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheOceanOdyssey/mpeg2/NASASF-OceanTopology.mpg,129.6,,
6558,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheOceanOdyssey/mpeg2/NASASF-OceanPressure.mpg,77.64,,
6559,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheOceanOdyssey/mpeg2/NASASF-OilCleanUp.mpg,84.52,,
6560,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheOceanOdyssey/mpeg2/NASASF-ImpactOfAnOilSpill.mpg,151.55,,
6561,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheOceanOdyssey/mpeg2/NASASF-CoastalCurrents.mpg,111.14,,
6562,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheZanyAnimalAntics/mpeg2/NASASF-TheZanyAnimalAntics.mpg,2543.54,,
6563,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheZanyAnimalAntics/mpeg2/NASASF-AnimalKingdom.mpg,773.21,,
6564,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheZanyAnimalAntics/mpeg2/NASASF-ReproductionMigrationAndBasicNeeds.mpg,569.95,,
6565,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheZanyAnimalAntics/mpeg2/NASASF-AnimalPopulationsAndHabitats.mpg,536.34,,
6566,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheZanyAnimalAntics/mpeg2/NASASF-EndangeredSpecies.mpg,658.73,,
6567,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheGreatSpaceExploration/mpeg2/NASASF-TheGreatSpaceExploration.mpg,2542.99,,
6568,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheGreatSpaceExploration/mpeg2/NASASF-RoboticMissionsAndMaterialsUsedInSpace.mpg,549.11,,
6569,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheGreatSpaceExploration/mpeg2/NASASF-DietExerciseAndLongTermSpaceTravel.mpg,692.91,,
6570,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheGreatSpaceExploration/mpeg2/NASASF-RadiationSpacecraftMaterialsAndPropulsion.mpg,743.44,,
6571,http://nasa.ibiblio.org/video/NASASciFiles/NASASF-TheGreatSpaceExploration/mpeg2/NASASF-SpaceInnovationsAndSimulations.mpg,554.46,,
6572,http://nasa.ibiblio.org/video/NASAConnect/NASAConnect-TheRightRatioOfRest-ProportionalReasoning/mpeg2/NASAConnect-TheRightRatioOfRest-ProportionalReasoning.mpg,1227.79,,
,,,,
